,Pmin
0,1002.680625
1,1003.029375
2,1004.529375
3,1003.09375
4,1001.345625
5,1001.6875
6,1003.274375
7,1002.103125
8,999.995625
9,999.99375
10,1000.19625
11,999.623125
12,996.655625
13,996.84375
14,996.183125
15,994.864375
16,993.104375
17,991.57625
18,991.57125
19,990.67625
20,987.436875
21,986.899375
22,986.7775
23,987.4025
24,988.46
25,992.19125
26,992.154375
27,991.41375
28,987.965
29,986.4075
30,985.7825
31,985.671875
32,983.974375
33,982.176875
34,981.986875
35,981.38875
36,977.863125
37,975.655625
38,975.809375
39,976.973125
40,974.203125
41,971.245625
42,977.261875
43,980.84125
44,982.459375
45,983.82125
46,986.70625
47,988.4375
48,988.556875
49,988.726875
50,992.583125
51,995.58625
52,996.39625
53,997.711875
54,1000.785625
55,1003.27875
56,1003.28625
57,1002.815
58,1004.776875
59,1005.35
60,1002.703125
