,Pmin
0,1009.90625
1,1011.21125
2,1009.446875
3,1007.24875
4,1008.545
5,1010.8725
6,1009.393125
7,1008.601875
8,1009.268125
9,1011.30375
10,1008.85875
11,1006.57625
12,1008.326875
13,1009.64375
14,1008.075
15,1006.485625
16,1006.325625
17,1007.35375
18,1005.246875
19,1002.995625
20,1003.69625
21,1004.845625
22,1003.87625
23,1001.6575
24,1001.476875
25,1002.58875
26,999.295
27,996.94
28,998.143125
29,1000.145625
30,999.070625
31,997.469375
32,997.66375
33,996.905
34,994.540625
35,993.135625
36,993.8175
37,995.34625
38,993.91125
39,992.135625
40,992.79875
41,995.394375
42,994.349375
43,992.4775
44,991.4925
45,992.059375
46,991.543125
47,989.35
48,989.58625
49,992.159375
50,992.2525
51,990.48125
52,990.746875
53,994.61375
54,994.504375
