,tot_Prec_max
0,2.8362274169921875
1,5.5332183837890625
2,13.516426086425781
3,17.354965209960938
4,15.424728393554688
5,18.92566680908203
6,25.800228118896484
7,8.007049560546875
8,6.353855133056641
9,12.165069580078125
10,17.114639282226562
11,24.60956573486328
12,19.372940063476562
13,24.705886840820312
14,17.59052276611328
15,18.248558044433594
16,12.13836669921875
17,21.936893463134766
18,19.47784423828125
19,11.388778686523438
20,9.730815887451172
21,13.495445251464844
22,7.814884185791016
23,7.59124755859375
24,5.815982818603516
25,7.1506500244140625
26,9.143352508544922
27,10.3912353515625
28,13.957500457763672
29,36.457061767578125
30,22.523880004882812
31,20.63751220703125
32,14.225959777832031
33,10.606765747070312
34,9.968280792236328
35,8.679389953613281
36,9.664058685302734
37,14.949798583984375
38,10.560035705566406
39,15.138626098632812
40,7.318019866943359
41,5.009651184082031
42,5.965709686279297
43,6.735801696777344
44,7.703304290771484
45,12.163162231445312
46,12.055397033691406
47,13.161182403564453
48,13.002395629882812
49,31.424522399902344
50,18.59569549560547
51,16.030311584472656
52,19.309043884277344
53,13.843536376953125
54,9.898185729980469
55,13.092041015625
56,17.574310302734375
57,29.520034790039062
58,32.68909454345703
59,32.660484313964844
60,23.317813873291016
61,20.650863647460938
62,22.965431213378906
63,15.80190658569336
64,17.673492431640625
65,14.582633972167969
66,6.562232971191406
67,6.084442138671875
68,6.7424774169921875
69,6.124019622802734
70,6.628513336181641
71,12.263774871826172
72,10.7879638671875
73,15.25115966796875
74,20.353317260742188
75,9.922981262207031
76,9.446144104003906
77,4.1027069091796875
78,5.07354736328125
79,13.700485229492188
80,19.944190979003906
