,w10max
0,9.421367645263672
1,10.02212142944336
2,9.825167655944824
3,9.660962104797363
4,10.054085731506348
5,10.910635948181152
6,9.617088317871094
7,9.724039077758789
8,9.596308708190918
9,10.519617080688477
10,11.513189315795898
11,11.636388778686523
12,13.330766677856445
13,12.823195457458496
14,12.612687110900879
15,12.544754981994629
16,13.867398262023926
17,14.086043357849121
18,13.950069427490234
19,14.750994682312012
20,15.823274612426758
21,15.766080856323242
22,18.25505256652832
23,19.49187469482422
24,18.79303550720215
25,20.177932739257812
26,19.677274703979492
27,20.40100860595703
28,21.612308502197266
29,22.26486587524414
30,22.554370880126953
31,21.9676570892334
32,20.239797592163086
33,19.862136840820312
34,19.30050277709961
35,21.56563949584961
36,21.258607864379883
37,20.59071922302246
38,20.741619110107422
39,20.66495132446289
40,21.45431137084961
41,22.444904327392578
42,24.868844985961914
43,24.991558074951172
44,25.064321517944336
45,24.82533836364746
46,24.602651596069336
47,24.08623695373535
48,24.089012145996094
49,24.826053619384766
50,24.45340347290039
51,24.035945892333984
52,26.35470199584961
53,28.235157012939453
54,28.730268478393555
55,26.30101203918457
56,24.767623901367188
57,25.41453742980957
58,24.39484405517578
59,27.032339096069336
60,24.420825958251953
61,23.523359298706055
62,24.8841609954834
63,25.74502944946289
64,28.984725952148438
65,27.82748031616211
