,w10max
0,10.89110279083252
1,12.069092750549316
2,13.489147186279297
3,13.30048942565918
4,14.80303955078125
5,16.545711517333984
6,16.248626708984375
7,17.682662963867188
8,20.454551696777344
9,21.780967712402344
10,22.214496612548828
11,23.193607330322266
12,23.16104507446289
13,22.578659057617188
14,21.757234573364258
15,21.130077362060547
16,22.085248947143555
17,21.754783630371094
18,21.417213439941406
19,21.816551208496094
20,23.961307525634766
21,23.017751693725586
22,23.2476863861084
23,23.688520431518555
24,24.26755714416504
25,25.12611961364746
26,24.885000228881836
27,25.311641693115234
28,25.253902435302734
29,25.053606033325195
30,23.444873809814453
31,22.726795196533203
32,24.380508422851562
33,24.594640731811523
34,23.950891494750977
35,23.81367301940918
36,24.524873733520508
37,25.05736541748047
38,25.263914108276367
39,25.881511688232422
40,28.182401657104492
41,27.27288246154785
42,26.31321144104004
43,25.94084358215332
44,28.033798217773438
45,28.595783233642578
46,28.42213249206543
47,29.126510620117188
48,30.260395050048828
49,31.043731689453125
50,30.3658390045166
51,30.31898307800293
52,29.395496368408203
53,30.202970504760742
54,29.878847122192383
55,31.43002700805664
56,31.278236389160156
57,29.874300003051758
58,29.332965850830078
59,30.431499481201172
60,27.738082885742188
61,27.02560043334961
62,27.956165313720703
63,27.701181411743164
64,26.146297454833984
65,26.586563110351562
66,26.518587112426758
67,27.744873046875
68,25.12903594970703
69,25.41789436340332
70,27.377077102661133
71,26.673248291015625
72,25.918926239013672
73,26.973249435424805
74,25.217716217041016
75,24.123315811157227
76,23.804235458374023
77,26.21739387512207
78,24.508895874023438
79,23.970775604248047
80,26.75132179260254
81,24.471416473388672
82,23.346092224121094
83,20.962575912475586
84,20.63066864013672
85,23.54690170288086
