,Prec_max
0,6.902074813842773
1,5.568695068359375
2,5.995702743530273
3,5.66868782043457
4,5.912017822265625
5,6.148052215576172
6,7.387876510620117
7,7.281017303466797
8,5.243396759033203
9,26.996755599975586
10,7.279729843139648
11,9.016084671020508
12,7.468128204345703
13,9.773540496826172
14,9.771394729614258
15,6.970310211181641
16,9.089469909667969
17,8.452177047729492
18,24.74970817565918
19,11.010360717773438
20,16.186809539794922
21,20.57962417602539
22,21.173572540283203
23,14.960289001464844
24,15.066289901733398
25,10.3546142578125
26,8.976173400878906
27,10.876035690307617
28,15.725040435791016
29,24.928665161132812
30,25.41189193725586
31,27.85935401916504
32,20.71394920349121
33,15.4083251953125
34,13.559961318969727
35,11.633920669555664
36,19.110631942749023
37,23.9501953125
38,19.911861419677734
39,12.245893478393555
40,12.031745910644531
41,16.729259490966797
42,14.934110641479492
43,12.143325805664062
44,15.800142288208008
45,11.800432205200195
46,17.432641983032227
47,19.56338882446289
48,16.500520706176758
49,12.655305862426758
50,7.389163970947266
51,7.911014556884766
52,7.677984237670898
53,9.191608428955078
54,12.799072265625
55,14.244461059570312
56,16.776466369628906
