,tot_Prec_Intg
0,336.901694536209
1,642.566382884979
2,428.605154156685
3,196.359902620316
4,218.748524785042
5,359.787121415138
6,543.789491057396
7,593.571290373802
8,558.686479926109
9,289.658233523369
10,260.03897190094
11,219.584256410599
12,251.798555254936
13,548.003017902374
14,655.656382441521
15,584.463626146317
16,406.167805194855
17,433.485060930252
18,405.257791280746
19,239.048898220062
20,226.011946797371
21,367.838218808174
22,436.949208378792
23,363.56046795845
24,256.39221072197
25,301.84805393219
26,285.852551460266
27,231.752246618271
28,174.111351370811
29,117.711871862412
30,118.947923183441
31,152.289345860481
32,131.432265043259
33,81.7418843507767
34,127.405822277069
35,62.7285987138748
36,101.797059178352
37,72.8859752416611
38,44.4537401199341
39,58.383047580719
40,62.4392926692963
41,71.5737044811249
42,123.923346400261
43,74.0382075309753
44,94.8067009449005
45,81.2186300754547
46,73.8348066806793
47,88.1350040435791
48,122.627913951874
49,132.40247964859
50,122.077390551567
51,111.825913190842
52,146.818459033966
53,104.009509086609
54,109.966322779655
55,85.1042568683624
56,49.8019903898239
57,72.1942633390427
58,120.461136102676
59,81.6914439201355
60,105.81374168396
61,96.5514779090881
62,69.1498816013336
63,55.2969425916672
64,54.4069707393646
65,76.1545449495316
66,72.7396458387375
67,55.0384819507599
68,68.3717429637909
69,45.6139445304871
70,71.8948245048523
71,126.487091183662
72,97.2061604261398
73,135.626271367073
74,79.1339576244354
75,73.7079977989197
76,97.9287177324295
77,118.244290351868
