,Prec_Intg
0,156.47899359464645
1,225.15738382935524
2,173.02386462688446
3,133.8963769376278
4,137.02142983675003
5,196.059700101614
6,191.60393625497818
7,214.66171368956566
8,220.43900564312935
9,281.06817975640297
10,236.6054616868496
11,196.8805491924286
12,224.4916744530201
13,205.66295832395554
14,212.1921442449093
15,313.9389865100384
16,344.6568548679352
17,343.0238552391529
18,270.59953659772873
19,214.6816998720169
20,255.7925507426262
21,251.07212364673615
22,238.42811584472656
23,194.05612722039223
24,156.3085988163948
25,182.16906115412712
26,139.79565352201462
27,139.76164162158966
28,158.1692136824131
29,103.20303961634636
30,82.93097838759422
31,92.85708889365196
32,108.621995896101
33,168.0963858962059
34,164.54894095659256
35,169.7448082268238
36,151.20893716812134
37,94.21639144420624
38,89.59010243415833
39,92.78709068894386
40,132.26347044110298
41,86.34030818939209
42,102.32971981167793
43,111.00072413682938
44,72.00423628091812
45,109.20647531747818
46,145.32795175909996
47,254.88656014204025
48,275.89287608861923
49,132.22498819231987
50,110.55424809455872
51,100.09018704295158
52,110.76636612415314
