,tot_Prec_Intg
0,769.6674019098282
1,661.6951525211334
2,709.1080397367477
3,893.5278654098511
4,817.7974075078964
5,997.026190161705
6,859.2616766691208
7,929.3615818023682
8,1069.7627067565918
9,1294.0390408039093
10,1299.474760890007
11,1206.5275758504868
12,1176.8924444913864
13,1211.3400548696518
14,1057.5785487890244
15,844.319686293602
16,874.1188049316406
17,952.4362534284592
18,985.3886067867279
19,931.3009679317474
20,827.5710791349411
21,880.1639080047607
22,826.1509984731674
23,820.1830834150314
24,750.4904270172119
25,954.7790884971619
26,934.5740079879761
27,904.7561883926392
28,674.876943230629
29,670.2841818332672
30,502.8475821018219
31,345.3337401151657
32,392.5580531358719
33,531.512200832367
34,611.3100796937943
35,619.4151937961578
36,568.8074976205826
37,572.4106729030609
38,506.5274238586426
39,420.6469655036926
40,469.7631299495697
41,553.1606078147888
42,562.8128349781036
43,569.3402141332626
44,526.0734260082245
45,569.8077380657196
46,542.7882075309753
47,438.2269084453583
48,386.7749869823456
49,587.6034498214722
50,644.5886194705963
51,511.11288368701935
52,451.24009251594543
53,472.2447693347931
54,467.4573242664337
55,380.92151284217834
56,364.404171705246
57,395.67112922668457
58,500.50631165504456
59,516.7862772941589
60,469.4800078868866
61,402.82420814037323
62,235.7734739780426
63,111.80639266967773
64,101.11682116985321
65,146.60514891147614
66,146.7198133468628
67,168.81756484508514
68,130.23346662521362
69,132.1616768836975
70,103.78867387771606
71,115.17047882080078
72,98.26555848121643
73,178.21013927459717
74,260.6794238090515
75,305.7122230529785
76,263.59811425209045
77,372.7872669696808
78,282.28431940078735
79,87.5920057296753
80,47.90380597114563
81,84.01736617088318
82,220.87529301643372
83,269.69075202941895
84,284.3110263347626
85,347.72634506225586
86,245.5514669418335
87,224.51184689998627
88,194.45665180683136
89,167.4915850162506
90,326.3857215642929
91,380.63451647758484
92,348.2750803232193
