,Pmin
0,1006.996875
1,1009.19875
2,1009.658125
3,1007.966875
4,1008.235625
5,1009.835625
6,1010.838125
7,1008.596875
8,1008.121875
9,1009.92875
10,1010.40625
11,1008.865
12,1007.964375
13,1009.169375
14,1010.426875
15,1007.259375
16,1005.835
17,1007.21875
18,1008.165
19,1006.71625
20,1005.999375
21,1006.809375
22,1007.29125
23,1005.08875
24,1004.645625
25,1006.6075
26,1007.826875
27,1006.319375
28,1006.58625
29,1008.550625
30,1009.5425
31,1007.541875
32,1007.023125
33,1008.514375
34,1009.2675
35,1007.615
36,1007.205
37,1008.834375
38,1010.4175
39,1008.75625
40,1007.11125
41,1008.651875
42,1009.95375
43,1009.428125
44,1009.385625
45,1011.24875
46,1012.673125
47,1010.934375
48,1008.858125
49,1010.230625
50,1011.591875
51,1011.195625
52,1009.885
53,1010.466875
54,1011.753125
55,1010.615
56,1008.570625
57,1009.53125
58,1010.981875
59,1010.1675
60,1008.605
61,1009.9225
62,1010.88
