,tot_Prec_Intg
0,554.1170388460159
1,871.5846389532089
2,883.5816383361816
3,741.196870803833
4,602.7832627296448
5,1104.3621599674225
6,1246.991604566574
7,1142.5414681434631
8,1131.0143768787384
9,889.6177262067795
10,639.6766752004623
11,645.2225148677826
12,631.0363858938217
13,850.6406843662262
14,811.2683892250061
15,911.4935994148254
16,693.6881691217422
17,739.2049580812454
18,599.5774269104004
19,460.6376588344574
20,370.4995661973953
21,554.9892783164978
22,564.7382140159607
23,569.9491500854492
24,409.14393961429596
25,343.2662785053253
26,254.262313246727
27,249.8936653137207
28,270.08458971977234
29,441.22032821178436
30,483.369380235672
31,445.63159346580505
32,409.6352308988571
33,313.83536756038666
34,225.1221239566803
35,168.7335968017578
36,174.10144209861755
37,319.90788877010345
38,457.7232897281647
39,552.184209227562
40,539.6449565887451
41,367.04830825328827
42,205.40185272693634
43,188.5586977005005
44,176.09141767024994
45,298.74444007873535
46,354.0891408920288
47,385.7579827308655
48,412.2014343738556
