,Pmin
0,1009.955
1,1008.2275
2,1008.85
3,1011.483125
4,1010.159375
5,1007.769375
6,1008.205625
7,1009.849375
8,1009.686875
9,1007.51625
10,1007.2375
11,1009.211875
12,1008.660625
13,1006.0475
14,1005.711875
15,1007.4075
16,1006.721875
17,1004.614375
18,1004.266875
19,1006.84375
20,1006.143125
21,1003.75
22,1004.819375
23,1007.030625
24,1007.52
25,1005.2425
26,1005.14625
27,1007.60375
28,1006.913125
29,1004.605
30,1005.284375
31,1007.815625
32,1007.7125
33,1005.719375
34,1006.233125
35,1008.9075
36,1008.1225
37,1005.55
38,1007.201875
39,1009.520625
40,1009.050625
41,1005.688125
42,1006.211875
43,1009.133125
44,1008.269375
45,1005.568125
46,1006.28375
