,tot_Prec_Intg
0,337.74062991142273
1,252.02587246894836
2,321.98749482631683
3,498.24677407741547
4,560.8288943767548
5,750.1515746116638
6,631.0823559761047
7,675.6802648305893
8,724.1209596395493
9,1198.8898366689682
10,1235.7410043478012
11,1336.679756641388
12,1019.8185592889786
13,1039.3968969583511
14,1197.664588689804
15,1124.9154806137085
16,892.0828998088837
17,1050.058826804161
18,1076.725423336029
19,1193.2817101478577
20,1270.684227347374
21,1230.7438254356384
22,1128.4855008125305
23,1228.3217906951904
24,1024.7960686683655
25,985.0822389125824
26,879.6754479408264
27,931.5777570009232
28,1169.2234128713608
29,1215.3568863868713
30,1327.1035999059677
31,1390.4520869255066
32,1347.2577184438705
33,1352.1965593099594
34,1208.2691490650177
35,1129.1994899511337
36,1321.519911289215
37,1216.4276093244553
38,1265.152096748352
39,1498.822644352913
40,1450.774222612381
41,1853.3317744731903
42,1544.431746006012
43,1352.4752110242844
44,1445.247009396553
45,1608.8403761386871
46,1771.2490260601044
47,1894.400268793106
48,1748.6781626939774
49,1864.8970127105713
50,1693.9876228570938
51,1767.2023177146912
52,1673.3162105083466
53,1720.0129479169846
54,1732.2935163974762
55,1698.896884918213
56,1625.4565119743347
57,1516.021192073822
58,1495.8347380161285
59,1131.1057955026627
60,1056.8810254335403
61,1087.8223180770874
62,1179.707944393158
63,1265.1090323925018
64,1415.4917746782303
65,1825.0245600938797
66,1753.125637769699
67,1626.8516331911087
68,1569.3531185388565
69,1482.81991481781
70,1453.1795680522919
71,1483.3948016166687
72,1430.2732050418854
73,1356.7201793193817
74,1193.1894719600677
