,Pmin
0,1010.35
1,1009.935625
2,1008.2375
3,1009.031875
4,1010.50875
5,1008.04
6,1006.423125
7,1007.3025
8,1007.98875
9,1006.968125
10,1004.84375
11,1005.11125
12,1008.01
13,1005.850625
14,1004.219375
15,1005.173125
16,1005.969375
17,1004.749375
18,1002.3275
19,1003.405
20,1004.44375
21,1003.116875
22,1000.88
23,1001.2475
24,1001.701875
25,1000.380625
26,999.9725
27,998.13875
28,999.8125
29,998.863125
30,997.3075
31,998.94125
32,1001.753125
33,1002.865625
34,1002.496875
35,1003.618125
36,1008.74
37,1009.618125
38,1008.331875
39,1009.01
40,1011.3225
41,1011.551875
42,1011.0425
43,1011.8925
44,1013.856875
45,1014.34875
46,1012.374375
47,1013.1775
48,1014.273125
49,1014.85375
50,1014.056875
51,1014.058125
52,1014.84875
