,Pmin
0,1009.5475
1,1007.6575
2,1007.19375
3,1008.276875
4,1009.255625
5,1007.815625
6,1007.645
7,1008.066875
8,1008.71375
9,1006.919375
10,1006.1325
11,1006.993125
12,1008.385625
13,1007.17125
14,1005.83375
15,1006.584375
16,1006.115625
17,1004.584375
18,1003.084375
19,1003.98125
20,1004.553125
21,1003.77125
22,1002.261875
23,1003.035
24,1002.21375
25,1001.081875
26,1000.396875
27,1000.819375
28,1001.264375
29,999.3025
30,997.37625
31,997.361875
32,996.673125
33,994.5125
34,992.805
35,992.8175
36,991.256875
37,989.95
38,988.809375
39,989.160625
40,988.23
41,987.159375
42,985.630625
43,985.6475
44,984.761875
45,984.183125
46,983.1525
47,984.5325
48,984.985
49,985.000625
50,983.985
51,985.246875
52,985.66875
53,985.90875
54,985.074375
55,984.221875
56,985.066875
57,984.97875
58,983.58
59,982.870625
60,989.854375
61,995.188125
62,998.101875
63,999.060625
