,Prec_Intg
0,595.4312160611153
1,686.9184970855713
2,594.1884405910969
3,581.4577080309391
4,504.87058237195015
5,486.2375557422638
6,379.6396963298321
7,296.8296781182289
8,264.98960331082344
9,444.0705291926861
10,466.5636830031872
11,413.36558759212494
12,412.2181050479412
13,364.1621582210064
14,236.30285635590553
15,189.85312432050705
16,186.23672425746918
17,343.7703289091587
18,335.7432782649994
19,300.128273665905
20,216.54032170772552
21,354.3643653392792
22,288.01774606108665
23,220.17259150743484
24,166.14170745015144
25,344.0176136791706
26,307.75463208556175
27,219.99090909957886
28,152.82223001122475
29,254.0627308189869
30,225.22315382957458
31,143.63566413521767
32,167.61472448706627
33,220.98174318671227
34,246.80782109498978
35,233.51889103651047
36,262.43777945637703
37,216.81353449821472
38,137.5550962984562
39,81.52971044182777
40,120.38635089993477
41,199.77081567049026
42,202.80832424759865
43,162.38288953900337
44,190.3187856078148
45,140.57718217372894
46,111.49773374199867
47,97.55454957485199
48,92.34681725502014
49,267.514381557703
50,286.8187054991722
51,274.0887925028801
52,257.5396001338959
