,Pmin
0,1007.44125
1,1006.9175
2,1005.33625
3,1006.20875
4,1008.2875
5,1006.989375
6,1005.070625
7,1005.475
8,1006.545625
9,1005.885
10,1003.8425
11,1003.91125
12,1005.44375
13,1004.471875
14,1000.926875
15,1001.76
16,1004.32125
17,1004.9575
18,1003.22875
19,1003.905625
20,1006.430625
21,1005.8775
22,1003.75875
23,1004.53375
24,1005.87875
25,1005.900625
26,1004.2675
27,1002.96875
28,1003.858125
29,1004.163125
30,1002.315625
31,1001.958125
32,1004.651875
33,1004.938125
34,1003.22
35,1003.43
36,1006.116875
37,1007.0325
38,1005.00375
39,1004.741875
40,1006.7075
41,1007.55125
42,1006.563125
43,1006.261875
44,1007.9125
45,1008.985
46,1006.328125
47,1005.986875
48,1007.866875
49,1009.263125
50,1008.451875
51,1007.905
52,1009.7925
53,1010.795625
54,1008.235625
55,1006.585
56,1008.474375
