,w10max
0,11.400652885437012
1,11.019792556762695
2,10.92968463897705
3,11.506802558898926
4,11.302109718322754
5,12.59041976928711
6,11.663575172424316
7,13.62665843963623
8,13.791686058044434
9,14.097274780273438
10,15.106840133666992
11,15.750070571899414
12,14.862727165222168
13,13.258336067199707
14,13.480528831481934
15,13.386847496032715
16,12.770096778869629
17,14.95715045928955
18,15.719000816345215
19,15.700715065002441
20,14.022711753845215
21,13.120465278625488
22,12.915472030639648
23,13.615074157714844
24,14.354398727416992
25,16.220230102539062
26,15.606663703918457
27,15.644119262695312
28,15.475653648376465
29,19.469879150390625
30,18.576513290405273
31,18.29290199279785
32,20.30986785888672
33,22.49051284790039
34,25.284687042236328
35,26.121524810791016
36,23.410865783691406
37,23.95623016357422
38,22.489444732666016
39,22.238494873046875
40,22.81195068359375
41,24.70977210998535
42,24.580257415771484
43,26.005647659301758
44,28.064258575439453
45,27.43870735168457
46,28.157028198242188
47,29.626306533813477
48,28.53310203552246
49,27.614994049072266
50,30.416648864746094
51,28.89814567565918
52,26.13268280029297
53,29.36314582824707
54,26.54689598083496
55,24.94942855834961
56,26.854169845581055
57,27.20408058166504
