,Pmin
0,1004.133125
1,1005.436875
2,1003.4825
3,999.986875
4,1000.41125
5,1002.395625
6,1001.908125
7,1000.474375
8,999.004375
9,1000.794375
10,1000.19125
11,997.431875
12,997.62125
13,998.294375
14,996.0825
15,993.349375
16,992.978125
17,993.644375
18,992.01125
19,988.411875
20,988.04875
21,988.751875
22,986.74625
23,985.908125
24,984.94375
25,988.096875
26,988.43125
27,986.965625
28,990.639375
29,991.564375
30,990.09375
31,989.6225
32,989.06625
33,990.326875
34,990.60125
35,989.2475
36,988.168125
37,989.4275
38,991.27125
39,991.631875
40,991.289375
41,992.330625
42,991.5075
43,990.960625
44,993.708125
45,996.851875
46,997.74
47,997.005625
48,997.414375
49,1000.185
50,999.163125
51,997.089375
52,998.026875
53,1000.7925
54,1000.4825
55,999.516875
56,999.691875
57,1002.498125
58,1002.770625
59,1001.52
60,1003.021875
