,Pmin
0,1010.126875
1,1008.08125
2,1006.676875
3,1007.91375
4,1009.53875
5,1008.156875
6,1007.1125
7,1008.48
8,1008.80625
9,1007.270625
10,1006.296875
11,1007.838125
12,1009.03125
13,1007.951875
14,1006.385
15,1005.715625
16,1006.9525
17,1005.909375
18,1005.27125
19,1006.01625
20,1008.11625
21,1008.21875
22,1006.21125
23,1006.440625
24,1007.078125
25,1005.510625
26,1004.50375
27,1005.5275
28,1005.93
29,1004.44125
30,1002.736875
31,1003.078125
32,1003.578125
33,1003.371875
34,1001.87625
35,1001.7625
36,1003.04875
37,1002.350625
38,1000.181875
39,1000.038125
40,1000.945
41,1000.001875
42,998.199375
43,998.578125
44,998.13875
45,997.331875
46,994.95375
47,995.078125
48,995.335625
49,994.424375
50,992.18125
51,992.055
52,991.36625
53,990.7825
54,988.693125
55,987.9825
56,986.725625
57,985.365
58,982.65125
59,980.386875
60,978.72
61,978.046875
62,976.629375
63,976.700625
64,979.545625
65,978.215625
66,975.300625
67,974.3175
68,972.569375
69,972.28875
70,972.321875
71,972.93375
72,971.339375
73,971.510625
74,971.793125
75,973.623125
76,979.92625
77,983.840625
78,986.36625
