,Prec_max
0,6.035184860229492
1,5.0434112548828125
2,4.27393913269043
3,4.1233062744140625
4,4.496240615844727
5,3.4113407135009766
6,3.499317169189453
7,4.342174530029297
8,3.7314891815185547
9,4.1507720947265625
10,5.8124542236328125
11,8.693361282348633
12,6.324863433837891
13,18.26605796813965
14,17.921876907348633
15,10.767889022827148
16,9.25297737121582
17,12.039470672607422
18,13.552236557006836
19,11.013364791870117
20,13.297748565673828
21,17.58413314819336
22,14.68648910522461
23,18.6068058013916
24,15.399742126464844
25,13.115787506103516
26,18.42355728149414
27,20.424699783325195
28,25.600504875183105
29,18.001270294189453
30,19.41704750061035
31,19.793415069580078
32,22.511672973632812
33,11.85450553894043
34,13.66124153137207
35,13.770675659179688
36,7.478857040405273
37,6.791353225708008
38,6.699943542480469
39,7.470273971557617
40,7.073736190795898
41,7.310628890991211
42,6.922674179077148
43,8.071517944335938
44,7.891702651977539
45,9.790706634521484
46,12.151908874511719
47,21.193742752075195
48,21.465396881103516
49,19.161272048950195
50,16.967010498046875
51,28.70006561279297
52,31.740188598632812
53,33.2735538482666
54,29.91156578063965
55,31.98695182800293
56,26.896333694458008
57,21.46625518798828
58,14.366769790649414
59,16.129302978515625
60,23.29874038696289
61,26.60965919494629
62,35.73775291442871
63,36.1574649810791
64,37.68310546875
