,Pmin
0,1002.99375
1,1003.635625
2,1005.32375
3,1004.4975
4,1002.91375
5,1003.26125
6,1004.695625
7,1002.681875
8,1000.77875
9,1001.275625
10,1002.245625
11,1001.455625
12,999.4425
13,999.718125
14,999.56375
15,997.925625
16,995.186875
17,995.27625
18,996.39
19,995.2975
20,993.639375
21,993.35125
22,993.488125
23,990.920625
24,988.6225
25,987.29375
26,986.859375
27,984.960625
28,982.085
29,981.55125
30,982.060625
31,979.5425
32,977.118125
33,975.640625
34,975.284375
35,973.5675
36,973.38625
37,973.29125
38,974.87125
39,974.650625
40,974.4125
41,975.923125
42,978.3125
43,979.271875
44,978.08125
45,980.87625
46,986.679375
47,986.89125
48,987.5875
49,989.83875
50,991.04875
51,991.254375
52,991.068125
53,991.10375
54,992.5325
55,990.816875
56,989.12625
57,991.038125
58,995.23875
59,996.269375
60,995.970625
61,995.79375
62,995.571875
63,994.04125
64,995.59
65,997.35
66,999.530625
67,999.50875
68,999.91125
69,1001.115625
70,1002.765
71,1002.0475
72,1001.7725
73,1003.156875
74,1004.855625
75,1004.6425
76,1004.634375
77,1005.97875
78,1006.9
79,1006.27375
80,1005.90375
81,1007.674375
82,1009.1475
83,1008.6975
84,1007.925625
85,1009.505625
86,1010.68625
87,1009.324375
88,1008.92375
89,1009.589375
90,1010.269375
91,1009.995
92,1009.121875
93,1009.663125
94,1010.719375
95,1009.475625
96,1008.89875
97,1009.88
98,1010.6425
99,1010.65
100,1010.246875
101,1011.446875
102,1012.610625
103,1011.030625
104,1010.30875
105,1010.38125
106,1011.15
107,1010.91125
108,1010.1975
109,1011.2725
