,Prec_max
0,8.253908157348633
1,9.892845153808594
2,11.252403259277344
3,10.624122619628906
4,8.336734771728516
5,18.185806274414062
6,7.447957992553711
7,7.860374450683594
8,8.479642868041992
9,15.595865249633789
10,5.823183059692383
11,5.227518081665039
12,8.472347259521484
13,8.422136306762695
14,13.537216186523438
15,10.009145736694336
16,8.562469482421875
17,15.318632125854492
18,14.143180847167969
19,10.515117645263672
20,12.415838241577148
21,17.67597198486328
22,17.0013427734375
23,15.662384033203125
24,16.653728485107422
25,14.002418518066406
26,17.77639389038086
27,10.352039337158203
28,10.900497436523438
29,11.28544807434082
30,20.154762268066406
31,19.126081466674805
32,19.178438186645508
33,14.484786987304688
34,22.68505096435547
35,27.24137306213379
36,29.004764556884766
37,19.473695755004883
38,20.677471160888672
39,19.39687728881836
40,15.696287155151367
41,18.911075592041016
42,13.105487823486328
43,14.30368423461914
44,15.52419662475586
45,11.91244125366211
46,15.581274032592773
47,10.114288330078125
48,9.452962875366211
49,14.242744445800781
50,10.674762725830078
51,2.2504806518554688
52,1.7410755157470703
53,4.631853103637695
54,2.4847984313964844
55,2.9281139373779297
56,1.1505603790283203
57,6.55059814453125
58,11.702156066894531
