,Pmin
0,1006.83875
1,1005.146875
2,1004.235
3,1005.17875
4,1006.015625
5,1005.145
6,1003.958125
7,1004.345
8,1004.364375
9,1002.44625
10,1000.49
11,1000.4625
12,1000.100625
13,998.905
14,996.705625
15,996.410625
16,995.93375
17,993.26125
18,990.686875
19,989.513125
20,989.395
21,986.419375
22,983.9725
23,984.230625
24,984.95125
25,982.434375
26,979.119375
27,977.339375
28,975.059375
29,973.06375
30,971.47125
31,971.353125
32,967.846875
33,966.2375
34,963.873125
35,963.460625
36,962.904375
37,962.315625
38,961.440625
39,960.4775
40,961.45625
41,962.889375
42,967.69
43,968.5275
44,971.59
45,973.82625
46,975.85625
47,978.42875
48,985.389375
49,989.103125
50,989.519375
51,991.205
52,994.533125
53,996.6525
54,997.295625
55,998.293125
56,1001.856875
57,1004.03125
58,1003.1475
59,1003.760625
60,1005.871875
61,1007.128125
62,1007.146875
