,Pmin
0,1004.16125
1,1003.260625
2,1005.521875
3,1006.959375
4,1005.7975
5,1006.540625
6,1007.111875
7,1006.2675
8,1004.264375
9,1002.366875
10,1005.646875
11,1006.145
12,1005.4525
13,1005.84625
14,1007.088125
15,1006.325
16,1003.171875
17,1001.13625
18,1002.89875
19,1003.86375
20,1002.224375
21,1002.246875
22,1004.203125
23,1002.705
24,1000.048125
25,998.61875
26,999.505
27,999.835
28,999.705625
29,999.86125
30,1000.391875
31,999.7225
32,997.4575
33,995.913125
34,996.805
35,998.445
36,997.080625
37,996.366875
38,997.44875
39,996.169375
40,992.260625
41,988.5575
42,989.31125
43,988.611875
44,986.86625
45,985.396875
46,985.82
47,985.1775
48,981.77
49,983.030625
50,982.345625
51,983.270625
52,982.06125
53,977.010625
54,977.990625
55,977.62875
56,976.784375
57,979.186875
58,979.378125
59,980.669375
60,980.52625
61,977.771875
62,977.055625
63,978.599375
64,978.26375
65,974.728125
66,976.259375
67,976.450625
68,972.5425
69,970.97625
70,970.5625
71,972.964375
72,972.2675
73,970.84875
74,973.754375
