,Pmin
0,1004.180625
1,1002.42375
2,1000.56625
3,1000.086875
4,1002.244375
5,1001.8275
6,1000.12625
7,999.836875
8,1002.08875
9,1000.44625
10,997.691875
11,997.05375
12,997.163125
13,996.915
14,995.501875
15,995.015
16,995.708125
17,993.896875
18,991.886875
19,992.7475
20,994.016875
21,991.45875
22,986.484375
23,985.129375
24,985.5
25,984.1825
26,981.44875
27,981.68
28,982.905625
29,979.9825
30,976.61375
31,974.871875
32,973.665625
33,973.49375
34,969.91875
35,967.749375
36,965.39125
37,967.145
38,966.26625
39,965.65125
40,966.3675
41,966.296875
42,963.175625
43,962.804375
44,966.13375
45,966.098125
46,967.40375
47,971.7275
48,981.205625
49,984.600625
50,984.29625
51,986.883125
52,991.665
53,991.828125
54,988.3125
55,987.99125
56,991.6025
57,991.978125
58,989.846875
59,989.156875
60,992.481875
61,993.30875
62,992.2
63,992.82875
64,994.8825
65,996.030625
66,994.614375
67,995.1375
68,998.34125
69,999.39375
70,998.7525
71,998.935625
72,1001.498125
73,1001.415
74,1000.003125
