,Pmin
0,1001.319375
1,1002.34125
2,1003.34875
3,1003.0825
4,1000.910625
5,1001.161875
6,1002.623125
7,1001.4125
8,999.77875
9,1000.508125
10,1002.054375
11,1001.1425
12,998.880625
13,999.021875
14,999.0825
15,997.7025
16,994.79625
17,994.546875
18,994.925625
19,993.355625
20,990.4925
21,989.764375
22,989.55125
23,988.699375
24,985.2075
25,984.075625
26,982.925625
27,981.81125
28,979.00875
29,977.901875
30,976.470625
31,974.916875
32,971.031875
33,969.86875
34,968.363125
35,966.64125
36,962.476875
37,962.5475
38,964.74875
39,962.379375
40,956.491875
41,953.904375
42,953.854375
43,953.6825
44,955.08625
45,954.249375
46,958.678125
47,960.5875
48,958.90125
49,959.2425
50,960.414375
51,960.75
52,959.594375
53,960.531875
54,960.64625
55,960.160625
56,957.348125
57,959.61625
58,966.461875
59,976.091875
60,987.2775
61,994.3225
62,1000.07625
63,1001.886875
64,1000.8275
