,tot_Prec_Intg
0,833.284109830856
1,620.037168264389
2,591.636151075363
3,564.944446086884
4,603.334233164787
5,596.318319439888
6,665.469244122505
7,701.336488127708
8,719.460025429726
9,967.971161007881
10,846.313759684563
11,747.959166765213
12,733.806118369103
13,761.047601699829
14,822.728648781776
15,742.750018835068
16,761.862024664879
17,573.266446590424
18,580.788552761078
19,669.788792729378
20,778.130814433098
21,1008.42222571373
22,1068.39373707771
23,1050.84016919136
24,881.375074386597
25,698.341205716133
26,498.46775829792
27,438.181236386299
28,449.809804558754
29,502.044409513474
30,521.101430058479
31,481.213480234146
32,361.960306763649
33,415.690168738365
34,407.765060663223
35,427.990555763245
36,401.995033025742
37,503.543317317963
38,570.376887917519
39,358.746275305748
40,284.867063164711
41,195.749923586845
42,146.818086504936
43,186.979174613953
44,373.510420322418
45,551.862120628357
46,536.194145679474
47,413.010939955711
48,374.796241521835
49,242.199152708054
50,158.919245004654
51,203.046575188637
52,277.399718761444
53,375.723242759705
54,276.684612035751
55,215.904787182808
56,254.732370376587
57,315.974950790405
58,251.328572630882
59,265.740230679512
60,326.48965716362
61,345.211774110794
