,tot_Prec_max
0,6.1492919921875
1,10.128021240234375
2,8.135318756103516
3,7.237911224365234
4,5.5446624755859375
5,9.786605834960938
6,10.654449462890625
7,5.802154541015625
8,5.133628845214844
9,5.5408477783203125
10,7.678985595703125
11,6.35528564453125
12,8.08095932006836
13,13.197898864746094
14,10.666847229003906
15,6.009578704833984
16,8.191585540771484
17,12.236595153808594
18,10.712623596191406
19,10.045051574707031
20,13.551712036132812
21,27.195453643798828
22,25.028228759765625
23,24.06597137451172
24,13.142585754394531
25,21.147727966308594
26,16.152381896972656
27,14.496803283691406
28,13.434886932373047
29,21.52538299560547
30,15.439987182617188
31,14.85443115234375
32,16.830921173095703
33,18.40972900390625
34,12.957572937011719
35,13.854503631591797
36,12.56418228149414
37,23.227691650390625
38,16.939640045166016
39,21.57735824584961
40,24.03116226196289
41,24.61528778076172
42,20.229816436767578
43,14.058113098144531
44,14.881610870361328
45,17.50040054321289
46,13.579368591308594
47,20.538330078125
48,12.610435485839844
49,19.522666931152344
50,20.718097686767578
51,18.001556396484375
52,17.207622528076172
53,14.508247375488281
54,19.702911376953125
55,17.572402954101562
56,15.155315399169922
57,15.301704406738281
58,19.532203674316406
59,13.542652130126953
60,11.49606704711914
61,9.013652801513672
62,16.335487365722656
63,16.40033721923828
64,21.8048095703125
65,16.712188720703125
66,16.109943389892578
67,21.022796630859375
68,25.51746368408203
69,24.161815643310547
70,16.754627227783203
71,18.218040466308594
72,17.28200912475586
73,21.84438705444336
74,21.1029052734375
75,13.561248779296875
76,14.008522033691406
77,11.510848999023438
78,11.059284210205078
79,3.8909912109375
80,1.8315315246582031
81,1.7337799072265625
82,2.2177696228027344
