,tot_Prec_max
0,19.837379455566406
1,22.101879119873047
2,15.788078308105469
3,14.031410217285156
4,12.436866760253906
5,11.981964111328125
6,13.270378112792969
7,19.00339126586914
8,14.150619506835938
9,11.74306869506836
10,13.431549072265625
11,16.393661499023438
12,15.909194946289062
13,12.988567352294922
14,17.208576202392578
15,15.551567077636719
16,15.719413757324219
17,19.680023193359375
18,23.120880126953125
19,28.304100036621094
20,24.930953979492188
21,24.486541748046875
22,26.065826416015625
23,38.041114807128906
24,31.194686889648438
25,27.287006378173828
26,15.755176544189453
27,14.055252075195312
28,9.753227233886719
29,8.736610412597656
30,16.36648178100586
31,16.221046447753906
32,16.202926635742188
33,9.398937225341797
34,9.05609130859375
35,7.000923156738281
36,10.201454162597656
37,13.06915283203125
38,13.15450668334961
39,8.977890014648438
40,8.905410766601562
41,13.616561889648438
42,19.06871795654297
43,19.80113983154297
44,12.045860290527344
