,Pmin
0,1008.298125
1,1007.66125
2,1005.166875
3,1005.301875
4,1007.43375
5,1007.1475
6,1004.844375
7,1004.418125
8,1006.9025
9,1006.355625
10,1003.705625
11,1003.44125
12,1004.885
13,1004.601875
14,1001.615
15,1000.36
16,1001.8475
17,1001.04125
18,998.4875
19,998.6525
20,999.3625
21,999.15875
22,997.103125
23,995.55
24,996.47125
25,996.04
26,993.128125
27,992.2225
28,993.01625
29,992.664375
30,989.9225
31,991.2925
32,995.200625
33,999.356875
34,998.634375
35,998.568125
36,1001.54125
37,1004.509375
38,1004.760625
39,1005.05
40,1007.00375
