,w10max
0,12.210129737854004
1,12.457776069641113
2,12.454913139343262
3,13.925590515136719
4,14.422464370727539
5,14.754664421081543
6,14.913971900939941
7,15.45693302154541
8,16.484466552734375
9,17.064395904541016
10,16.5759220123291
11,17.65955352783203
12,18.280460357666016
13,18.45012664794922
14,17.153165817260742
15,18.40558433532715
16,18.27288818359375
17,18.211454391479492
18,18.833412170410156
19,20.559612274169922
20,20.87957763671875
21,20.421199798583984
22,18.703054428100586
23,18.879840850830078
24,20.464618682861328
25,20.64536476135254
26,20.17396354675293
27,21.87661361694336
28,21.363574981689453
29,21.287565231323242
30,22.085466384887695
31,22.10248374938965
32,20.59915542602539
33,20.874549865722656
34,22.270647048950195
35,23.425941467285156
36,25.15829849243164
37,25.25969696044922
38,24.256175994873047
39,24.1875
40,25.649147033691406
41,24.61290168762207
42,26.887845993041992
43,27.714540481567383
44,27.9111270904541
45,29.00969696044922
46,29.367191314697266
47,27.703954696655273
48,27.944665908813477
49,27.969335556030273
50,27.884872436523438
51,27.28268051147461
52,22.887659072875977
53,22.21750259399414
54,23.765541076660156
55,21.18000030517578
56,20.358928680419922
57,20.583375930786133
58,21.385175704956055
59,22.867883682250977
60,22.026060104370117
61,20.400659561157227
62,18.58985710144043
63,17.51850700378418
64,15.464744567871094
65,13.918391227722168
66,13.766495704650879
67,12.760077476501465
68,12.662610054016113
69,12.580886840820312
70,12.850034713745117
71,12.233078956604004
72,12.25495719909668
73,11.968669891357422
74,11.831768989562988
75,12.198829650878906
76,11.804335594177246
77,12.269086837768555
78,12.517568588256836
79,13.284574508666992
80,13.09890365600586
81,12.616583824157715
82,12.538999557495117
83,12.788567543029785
84,11.490723609924316
85,11.878294944763184
86,11.472683906555176
87,11.527976036071777
88,11.359030723571777
89,11.423563957214355
90,11.13137149810791
91,10.15890884399414
92,10.142860412597656
