,tot_Prec_Intg
0,977.65639424324
1,782.621204853058
2,714.094936847687
3,885.729938745499
4,936.333760619164
5,860.094428062439
6,861.820578575134
7,915.538221597672
8,943.950861692429
9,904.321372509003
10,911.918058991432
11,877.33693420887
12,893.339291214943
13,838.741511106491
14,834.762752056122
15,1096.63084149361
16,1205.30173182487
17,1188.64521384239
18,1143.53820681572
19,1209.25717055798
20,1213.59281241894
21,1176.87277495861
22,1079.77971434593
23,936.91810965538
24,1026.2793302536
25,1011.39724254608
26,834.22563970089
27,722.774565219879
28,837.808400392532
29,815.159380435944
30,777.279585599899
31,724.582374095917
32,590.549409389496
33,392.256230115891
34,377.706736326218
35,478.789359331131
36,392.403304576874
37,340.38707613945
38,407.355055212975
39,577.173084020615
40,651.228427886963
41,640.584230422974
42,598.594471812248
43,563.536435365677
44,435.834005475044
45,216.00529551506
46,295.242145657539
47,419.770330190659
48,567.356795072556
49,647.774115204811
50,738.334208726883
