,tot_Prec_Intg
0,443.9488798379898
1,590.3171747922897
2,651.647225022316
3,720.3710824251175
4,532.3053896427155
5,429.35922741889954
6,389.77302610874176
7,370.51960825920105
8,296.439453959465
9,323.2365846633911
10,435.972660779953
11,712.4105095863342
12,661.6418808698654
13,472.9262739419937
14,391.07106626033783
15,533.7955057621002
16,629.3478608131409
17,706.9949805736542
18,844.9006080627441
19,1091.1272466182709
20,793.8013970851898
21,664.3413752317429
22,644.3785130977631
23,485.24990677833557
24,622.9311227798462
25,748.4297454357147
26,664.350837469101
27,720.5040007829666
28,607.0314347743988
29,425.30566453933716
30,377.0982474088669
31,310.787558555603
32,297.70419001579285
33,346.98486328125
34,370.84050476551056
35,268.4815227985382
36,230.56603968143463
37,154.68597412109375
38,122.76574969291687
39,35.319775342941284
40,81.06961846351624
41,123.74162673950195
42,165.66812992095947
43,167.23737120628357
44,168.9872145652771
45,274.4662016630173
46,341.7065739631653
