,Pmin
0,1005.549375
1,1006.815
2,1007.1175
3,1004.665625
4,1002.5425
5,1003.179375
6,1003.606875
7,1000.4975
8,999.538125
9,1001.006875
10,1001.8175
11,1000.123125
12,1000.065625
13,1001.183125
14,1002.139375
15,998.745625
16,997.37375
17,999.17375
18,999.8675
19,998.306875
20,995.069375
21,995.684375
22,995.660625
23,992.348125
24,990.27125
25,992.35375
26,993.01375
27,991.115625
28,988.80625
29,989.4375
30,988.835
31,986.62125
32,983.27375
33,985.64875
34,985.711875
35,983.154375
36,977.31375
37,975.75625
38,977.575
39,975.885625
40,974.888125
41,973.60875
42,974.129375
43,974.09875
44,970.2225
45,969.628125
46,972.159375
47,976.043125
48,978.324375
49,982.970625
50,987.483125
51,991.499375
52,993.905625
