,Prec_Intg
0,155.19168227910995
1,187.1902495622635
2,203.35791632533073
3,119.43534016609192
4,108.29146951436996
5,70.47198712825775
6,73.37838411331177
7,110.65531522035599
8,136.5673542022705
9,100.73434561491013
10,151.1453092098236
11,196.19807600975037
12,272.46057987213135
13,130.79974800348282
14,101.27395391464233
15,126.3522356748581
16,129.13569808006287
17,82.67257362604141
18,129.34545055031776
19,158.73584896326065
20,202.05285400152206
21,143.166221678257
22,106.69305920600891
23,192.31345504522324
24,110.861174762249
25,43.52051764726639
26,38.73620182275772
27,50.844140350818634
28,51.62525922060013
29,29.010996222496033
30,52.78583616018295
31,86.82359009981155
32,110.35226285457611
33,57.519637048244476
34,40.30667245388031
35,27.255825698375702
36,42.98500716686249
37,33.39458256959915
38,37.01161593198776
39,45.09173333644867
40,48.206038773059845
41,51.89139395952225
42,29.355287551879883
43,35.42695194482803
44,66.11000746488571
45,52.341148257255554
46,30.313506722450256
47,52.83519625663757
48,64.11075592041016
49,38.17416727542877
50,29.623359441757202
51,37.35043108463287
52,70.54578512907028
53,35.76606512069702
54,58.92273038625717
55,66.50678813457489
56,68.33232939243317
57,34.11237150430679
58,23.43643456697464
59,34.00571644306183
60,27.993060648441315
61,20.595639944076538
62,27.21790224313736
63,32.56693482398987
64,50.82231014966965
65,20.462945103645325
66,13.225488364696503
67,13.902410864830017
68,9.519420564174652
69,8.929707109928131
70,9.618550539016724
71,12.215524911880493
72,15.273354947566986
73,12.065842747688293
74,7.482804358005524
75,8.297078311443329
76,9.000040590763092
77,9.717755019664764
78,14.05470073223114
79,24.179667234420776
80,26.72232687473297
81,23.032985627651215
82,13.861693441867828
83,13.547278940677643
84,22.303499281406403
85,11.128336191177368
86,22.030025720596313
87,37.93243318796158
88,38.88525068759918
89,37.44330257177353
90,18.059462308883667
91,19.72213387489319
92,23.865066468715668
93,17.038770020008087
94,13.726204633712769
95,49.798525869846344
96,92.99568831920624
97,122.52401560544968
98,114.53913524746895
99,111.67865246534348
100,124.32485818862915
101,135.34888625144958
102,95.25522589683533
