,Pmin
0,1003.160625
1,1000.515625
2,1002.526875
3,1003.928125
4,1003.044375
5,1001.258125
6,1002.15375
7,1003.935
8,1002.0725
9,999.75875
10,1000.436875
11,1001.725625
12,1000.9875
13,999.18375
14,998.81125
15,999.985
16,997.744375
17,995.11875
18,995.9225
19,995.925
20,994.76125
21,992.99875
22,996.02125
23,996.91
24,995.24
25,993.150625
26,993.335
27,995.4475
28,994.756875
29,992.04125
30,990.41875
31,989.9
32,988.89375
33,986.083125
34,987.71875
35,987.82
36,987.441875
37,987.141875
38,987.48375
39,989.31375
40,987.848125
41,986.590625
42,986.605
43,988.8925
44,987.439375
45,985.011875
46,982.886875
47,984.81
48,984.47125
49,985.3375
