,Pmin
0,1006.465
1,1005.53875
2,1004.0025
3,1005.6325
4,1006.786875
5,1005.934375
6,1003.585625
7,1004.880625
8,1007.355
9,1007.12
10,1005.389375
11,1006.029375
12,1007.8725
13,1006.535
14,1004.673125
15,1005.401875
16,1006.979375
17,1006.166875
18,1004.5175
19,1003.99375
20,1005.42625
21,1003.61875
22,1001.603125
23,1001.99375
24,1003.15375
25,1002.915
26,1000.465
27,1000.12
28,1002.890625
29,1001.52125
30,998.87625
31,999.20125
32,999.241875
33,999.128125
34,997.235625
35,996.489375
36,996.496875
37,995.335625
38,991.378125
39,991.273125
40,992.164375
41,992.2025
42,989.2375
43,988.558125
44,990.2825
45,990.74625
46,988.9
47,989.2725
48,989.866875
49,989.980625
50,988.075
51,987.85875
52,990.62
53,990.345
54,987.816875
55,987.9675
56,993.633125
57,995.65
58,994.9775
59,995.345625
60,998.091875
61,999.325
62,997.2125
63,996.845625
64,998.89625
65,1000.64375
66,1000.61375
67,1001.0
68,1004.42125
69,1005.9875
70,1004.01625
71,1003.193125
72,1005.07625
73,1006.916875
74,1006.719375
75,1007.193125
76,1009.58875
77,1010.31875
78,1007.571875
