,Pmin
0,1001.486875
1,1003.1925
2,1001.31125
3,999.0025
4,1000.02875
5,1002.875625
6,1002.25625
7,1001.7525
8,1003.114375
9,1004.7525
10,1003.4725
11,1001.350625
12,1001.85875
13,1003.635
14,1002.6375
15,1001.151875
16,1002.360625
17,1004.0125
18,1002.088125
19,1000.439375
20,1000.92125
21,1003.065
22,1002.026875
23,1000.605625
24,1000.320625
25,1002.346875
26,1000.5075
27,998.334375
28,998.80125
29,1001.0375
30,1000.354375
31,999.015
32,999.28625
33,1001.193125
34,999.649375
35,998.385625
36,1000.4475
37,1003.1625
38,1002.841875
39,1001.71
40,1003.263125
41,1005.63125
42,1004.770625
43,1003.080625
44,1003.214375
45,1005.711875
46,1005.680625
47,1004.911875
48,1005.5125
49,1007.994375
50,1007.443125
51,1005.004375
52,1005.298125
53,1008.051875
54,1007.71375
55,1006.64375
56,1007.1525
57,1009.62125
58,1008.501875
59,1006.080625
60,1005.991875
61,1009.051875
62,1009.035625
63,1008.13375
64,1008.279375
65,1010.430625
66,1009.176875
