,Prec_Intg
0,181.53315410017967
1,265.21531865000725
2,226.08274593949318
3,256.4455568790436
4,230.6017093360424
5,250.72338059544563
6,231.00858554244041
7,213.064793497324
8,211.1121080815792
9,216.64569154381752
10,200.57719200849533
11,198.72359931468964
12,166.15867614746094
13,155.43779358267784
14,134.2134363949299
15,159.07343477010727
16,148.4420709311962
17,194.47723403573036
18,199.08282905817032
19,177.65043303370476
20,167.80251637101173
21,212.68049255013466
22,215.23810923099518
23,217.93000400066376
24,199.97235387563705
25,199.64318722486496
26,189.15198743343353
27,216.06631577014923
28,210.96426993608475
29,238.37098851799965
30,245.29103189706802
31,236.85531690716743
32,200.10128617286682
33,190.9196749329567
34,135.21261513233185
35,131.76975771784782
36,158.12357887625694
37,157.02400356531143
38,129.08278033137321
39,156.4573124051094
40,177.32178792357445
41,167.91759058833122
42,137.05383986234665
43,109.78356003761292
44,115.47638103365898
45,102.3547351360321
46,118.34206059575081
47,132.73760676383972
48,138.3325643837452
49,70.9688849747181
50,71.11351937055588
51,77.39698514342308
52,86.78756654262543
53,110.41335761547089
54,106.50413110852242
55,72.98197597265244
56,66.10844284296036
57,55.854134261608124
58,38.12042996287346
59,30.588172376155853
60,41.61227494478226
61,56.18460476398468
62,70.42279466986656
63,65.51815196871758
64,56.4267672598362
