,Prec_max
0,32.25131034851074
1,19.420480728149414
2,4.039621353149414
3,5.739068984985352
4,3.5649776458740234
5,4.516410827636719
6,4.041337966918945
7,7.189607620239258
8,5.604743957519531
9,4.4666290283203125
10,4.214715957641602
11,3.8898468017578125
12,5.155420303344727
13,4.952430725097656
14,5.121946334838867
15,24.375486373901367
16,24.26304817199707
17,8.346176147460938
18,9.074878692626953
19,7.256984710693359
20,7.008504867553711
21,11.241674423217773
22,9.339666366577148
23,26.627254486083984
24,11.736917495727539
25,9.656381607055664
26,7.427787780761719
27,7.870674133300781
28,12.244176864624023
29,9.772253036499023
30,8.50067138671875
31,17.050695419311523
32,15.504026412963867
33,12.055349349975586
34,9.984254837036133
35,11.28544807434082
36,10.367488861083984
37,10.065364837646484
38,13.739347457885742
39,10.526704788208008
40,8.419990539550781
41,8.045768737792969
42,10.556745529174805
43,15.911293029785156
44,15.582990646362305
45,16.3970947265625
46,17.457962036132812
47,11.098337173461914
48,21.607446670532227
49,18.602514266967773
50,11.583280563354492
51,12.939834594726562
52,13.852643966674805
53,15.085172653198242
54,14.674043655395508
55,14.554738998413086
56,12.058782577514648
57,9.5306396484375
58,10.920238494873047
59,13.179302215576172
60,11.961793899536133
61,9.971809387207031
62,9.249114990234375
63,9.225082397460938
64,10.206985473632812
65,10.501384735107422
66,14.011859893798828
67,10.068368911743164
68,12.732982635498047
69,15.356826782226562
70,16.600513458251953
71,13.296890258789062
72,14.093828201293945
73,17.975521087646484
74,26.255178451538086
75,23.77638816833496
76,33.99839401245117
77,24.475908279418945
78,20.19038200378418
