,Prec_Intg
0,296.4865043759346
1,414.93235155940056
2,389.1464602202177
3,273.720882833004
4,188.68796527385712
5,238.27370256185532
6,279.89810332655907
7,214.87895399332047
8,177.1058328449726
9,198.2608251273632
10,156.00360929965973
11,178.45569178462029
12,159.79662537574768
13,230.2420698106289
14,286.49358078837395
15,291.445255279541
16,269.9476480484009
17,431.6970892250538
18,391.66295900940895
19,293.85002329945564
20,222.03776985406876
21,297.4841743707657
22,273.4335698187351
23,272.28740975260735
24,230.0158143043518
25,240.17458781599998
26,220.10937333106995
27,199.42332059144974
28,197.89651036262512
29,216.9964835047722
30,195.5845020711422
31,240.68837985396385
32,245.53654715418816
33,247.67452850937843
34,196.66749984025955
35,172.00086265802383
36,212.11208775639534
37,222.9601889848709
38,244.89602074027061
39,293.03234070539474
40,329.97794449329376
41,315.76007604599
42,263.0387619137764
43,226.42303258180618
44,230.47832772135735
45,246.79066613316536
46,266.8631263077259
47,342.3740342259407
48,313.03707510232925
49,297.3348833620548
50,257.145669311285
51,266.58954098820686
52,273.28580617904663
53,240.58282375335693
54,228.420440107584
55,316.9078566133976
56,402.24356576800346
57,433.5540533065796
58,353.23215648531914
59,300.4557266831398
60,259.41435247659683
61,312.3847395181656
62,318.0011548101902
63,289.7234633564949
64,247.15397506952286
65,257.17949494719505
66,215.9571461379528
67,183.6264692246914
68,138.99782672524452
69,114.52535167336464
70,111.65663599967957
71,125.6200484931469
72,114.66981843113899
73,131.44424185156822
74,110.08238419890404
75,95.95928713679314
76,90.5149057507515
77,95.72228416800499
78,98.0980135500431
79,112.63856664299965
80,118.84653940796852
