,Prec_Intg
0,186.32454797625542
1,143.5970701277256
2,102.50318795442581
3,82.25886151194572
4,104.18293997645378
5,225.00641644001007
6,229.9814671278
7,276.29198506474495
8,321.3752247393131
9,299.81566593050957
10,270.029716193676
11,263.9804407954216
12,249.9012090265751
13,177.53876745700836
14,204.4418454170227
15,235.3832870721817
16,280.82920238375664
17,219.0869301557541
18,252.91966274380684
19,240.90109393000603
20,255.83339855074883
21,280.5692330002785
22,310.47042459249496
23,325.01429319381714
24,298.90216886997223
25,400.8873179554939
26,349.54724833369255
27,328.7813812494278
28,227.21871733665466
29,261.23950257897377
30,292.061660438776
31,359.7063012421131
32,388.03452625870705
33,329.30778339505196
34,334.6599265933037
35,345.6142358481884
36,308.9175187051296
37,260.20124554634094
38,273.6799977719784
39,288.2944792509079
40,281.9141373038292
41,270.5675736069679
42,267.81292632222176
43,276.4343097805977
44,280.2309952676296
45,330.2525170147419
46,311.74730509519577
47,337.4292701482773
48,350.0525653362274
49,407.5712710618973
50,403.28554809093475
51,369.9803911149502
52,316.97364524006844
53,288.07662427425385
54,283.28321874141693
55,314.12113457918167
56,275.47437697649
57,380.51605224609375
58,347.1367061138153
59,380.7278163731098
60,400.8113034069538
61,404.2980819940567
62,424.3103414773941
63,416.1788523197174
64,418.80350559949875
65,486.53407022356987
66,454.62531968951225
67,456.68721199035645
68,489.8551106452942
69,529.2766354978085
70,457.1831040084362
71,437.2764751315117
72,435.87056919932365
73,373.9731013774872
74,358.7300516664982
75,346.490778028965
