,tot_Prec_Intg
0,1566.9459104538
1,1725.65653920174
2,1686.39421463013
3,1663.16330432892
4,1587.07439899445
5,1601.64169967175
6,1487.63097822666
7,1373.35434556007
8,1388.51553201675
9,1444.75698471069
10,1077.10063457489
11,1025.91633796692
12,1004.01647388935
13,1035.46909987926
14,1066.13419950008
15,989.126265048981
16,936.735719442368
17,1188.2010102272
18,1206.69081807137
19,1238.27055096626
20,1331.96495473385
21,1454.15082573891
22,1381.98956847191
23,1289.04305398464
24,1249.13603067398
25,1272.02354371548
26,1200.65972208977
27,1083.18448066711
28,1011.30373775959
29,1064.64341282845
30,875.869616866112
31,671.506524085999
32,553.794577717781
33,687.986463308334
34,669.101774692535
35,561.252757906914
36,529.132261872292
37,562.6080930233
38,612.2175604105
39,579.231306910515
40,513.157024979591
41,452.374070882797
