,tot_Prec_Intg
0,1363.6763393878937
1,1285.5710834264755
2,1343.6444103717804
3,1697.7670788764954
4,1661.045253276825
5,1627.4185478687286
6,1546.4010834693909
7,1507.9356729984283
8,1399.1110026836395
9,1030.9422016143799
10,840.6296372413635
11,911.0913425683975
12,1053.4274578094482
13,1209.6703052520752
14,1469.7892218828201
15,1692.8952932357788
16,1689.2467439174652
17,1663.3356362581253
18,1604.3978929519653
19,1635.6462985277176
20,1681.2238842248917
21,1883.905977010727
22,1949.1459429264069
23,2196.1508691310883
24,2139.9927139282227
25,2132.885679602623
26,2033.1896096467972
27,1998.121440410614
28,1968.841552734375
29,1897.411122918129
30,1850.8446216583252
31,1874.159798026085
32,1548.8459169864655
33,1289.3496453762054
34,1212.9461765289307
35,1119.0585047006607
36,1028.798371553421
37,971.15159034729
38,969.4421291351318
39,988.1618618965149
40,988.631471991539
41,796.0692793130875
42,770.011693239212
43,748.1101155281067
44,816.0629868507385
45,879.3158829212189
46,779.8526436090469
47,839.2109721899033
48,735.829696059227
49,705.418586730957
50,710.391029715538
51,773.2183486223221
52,672.9402393102646
53,667.489618062973
54,691.6123628616333
55,849.5132625102997
56,821.3548362255096
57,656.706839799881
58,473.89641404151917
59,491.7246103286743
60,421.58104479312897
61,324.42420721054077
62,254.95611131191254
63,298.20121824741364
64,336.2801671028137
65,321.0866451263428
66,276.89002454280853
