,Prec_Intg
0,133.89535248279572
1,167.24957153201103
2,244.67462673783302
3,218.11846643686295
4,187.16705963015556
5,198.80292937159538
6,152.89675444364548
7,236.11841723322868
8,215.73126316070557
9,281.16339817643166
10,244.97628211975098
11,277.1633677184582
12,257.7398717403412
13,210.79359576106071
14,228.05709391832352
15,190.19108265638351
16,181.93619325757027
17,281.5605700016022
18,251.79535150527954
19,263.39687407016754
20,323.8797001540661
21,319.7494149208069
22,304.0545806288719
23,327.46100798249245
24,369.89111453294754
25,344.847459346056
26,322.66344875097275
27,316.25527888536453
28,283.9600667357445
29,261.7942914366722
30,243.0279552936554
31,175.96377059817314
32,182.43065103888512
33,157.70675614476204
34,151.34895220398903
35,148.2497714459896
36,124.17135760188103
37,130.9036649763584
38,170.0998842716217
39,148.99412170052528
40,127.70114466547966
41,97.02511131763458
42,48.52646961808205
43,34.98481586575508
44,32.227206975221634
45,29.865968972444534
46,33.11643376946449
47,23.162737488746643
48,24.964530020952225
49,42.70195960998535
50,56.628286838531494
51,122.1550814807415
52,101.10421106219292
