,Prec_Intg
0,308.6191788315773
1,470.53614631295204
2,358.9576669037342
3,315.2774088084698
4,265.0049328804016
5,342.1308472752571
6,358.37242379784584
7,361.7819584906101
8,300.8689731359482
9,258.8633820414543
10,310.1072832942009
11,262.69687339663506
12,262.5703625380993
13,275.2934396266937
14,274.22700077295303
15,311.41627579927444
16,329.1725926101208
17,355.8104671537876
18,313.25913965702057
19,245.17690762877464
20,215.70133045315742
21,322.5562907755375
22,322.15025275945663
23,303.4103661775589
24,261.2752094864845
25,282.30149298906326
26,275.89745819568634
27,206.97511732578278
28,151.5921950340271
29,201.21537148952484
30,183.90707671642303
31,162.57453709840775
32,142.24976301193237
33,157.44952484965324
34,134.41653922200203
35,137.3659446835518
36,89.81212973594666
37,83.39090272784233
38,89.9093970656395
39,112.91952803730965
40,90.54252877831459
41,60.66020578145981
42,29.591526836156845
43,22.90712669491768
44,21.146051585674286
45,36.729369312524796
46,49.3440218269825
47,53.76067012548447
48,43.442659080028534
49,33.2409143447876
50,42.531006038188934
