,Prec_Intg
0,238.21845650672913
1,304.9910068511963
2,252.26768106222153
3,232.8668348491192
4,180.20039424300194
5,237.64332756400108
6,229.60050031542778
7,197.23037257790565
8,153.245497494936
9,287.75619342923164
10,287.71430253982544
11,204.39911633729935
12,190.6791515648365
13,227.3506112396717
14,218.6586707830429
15,174.05914142727852
16,146.70610427856445
17,186.58632412552834
18,165.26732593774796
19,147.9961909353733
20,163.1980761885643
21,176.19280144572258
22,205.36057651042938
23,143.91876757144928
24,108.07093232870102
25,70.44868543744087
26,62.07635626196861
27,73.13825190067291
28,113.69237676262856
29,192.42603331804276
30,197.69538193941116
31,162.56596893072128
32,109.80658233165741
33,103.98918762803078
34,71.55651226639748
35,66.57648831605911
36,99.03546422719955
37,95.37024423480034
38,104.74802926182747
39,87.67763152718544
40,79.95229214429855
41,85.05793288350105
42,55.7875819504261
43,64.9678148329258
44,77.57559418678284
45,70.64815610647202
46,71.81966677308083
47,77.33840495347977
48,59.68712270259857
49,57.46025592088699
50,38.09485584497452
51,27.610771358013153
52,22.48406410217285
53,39.50808197259903
54,43.538231402635574
55,55.599380284547806
56,55.5536150932312
