,Pmin
0,1007.899375
1,1005.959375
2,1004.10875
3,1004.293125
4,1003.924375
5,999.511875
6,997.78875
7,998.05625
8,996.39625
9,993.6975
10,991.47
11,991.406875
12,992.125
13,989.743125
14,988.288125
15,988.8
16,988.92125
17,987.804375
18,986.111875
19,986.391875
20,987.294375
21,984.400625
22,982.10375
23,982.04375
24,981.800625
25,980.7
26,979.4625
27,978.994375
28,979.433125
29,978.06125
30,976.359375
31,976.625625
32,976.239375
33,975.2925
34,973.14625
35,973.449375
36,971.063125
37,968.79875
38,966.37625
39,966.550625
40,964.230625
41,962.8025
42,961.99625
43,962.4725
44,959.4725
45,958.089375
46,957.7525
47,959.358125
48,957.645625
49,957.533125
50,956.613125
51,957.665
52,959.416875
53,959.04
54,957.105625
55,957.485
56,957.329375
57,955.88375
58,956.33875
59,958.449375
60,964.168125
61,963.840625
62,962.50375
63,963.52375
64,968.511875
65,968.724375
66,968.2925
67,969.401875
68,971.374375
69,970.833125
70,968.863125
71,969.211875
72,970.96
73,971.190625
74,971.656875
75,972.893125
76,976.091875
77,975.583125
78,976.36125
79,978.24375
80,979.47625
81,980.82
82,981.03
83,982.615625
84,983.93125
85,984.288125
