,tot_Prec_max
0,6.801605224609375
1,10.179996490478516
2,8.119583129882812
3,8.32223892211914
4,6.314754486083984
5,22.310733795166016
6,10.179996490478516
7,6.517887115478516
8,8.498668670654297
9,14.88351821899414
10,14.000415802001953
11,8.770465850830078
12,9.23013687133789
13,24.388790130615234
14,27.70853042602539
15,23.479938507080078
16,22.84717559814453
17,13.195991516113281
18,13.677120208740234
19,11.416912078857422
20,12.395858764648438
21,18.69964599609375
22,19.109725952148438
23,12.915611267089844
24,9.763240814208984
25,11.426448822021484
26,9.571552276611328
27,17.00735092163086
28,22.336483001708984
29,19.958972930908203
30,24.24335479736328
31,25.12359619140625
32,17.314910888671875
33,20.562171936035156
34,25.94614028930664
35,26.273727416992188
36,27.213573455810547
37,16.75128936767578
38,20.461559295654297
39,22.20010757446289
40,28.063297271728516
41,22.477149963378906
42,17.881393432617188
43,20.23792266845703
44,21.42047882080078
45,17.63439178466797
46,17.926692962646484
47,21.777629852294922
48,25.577068328857422
49,23.632049560546875
