,Prec_Intg
0,234.80961099267006
1,320.6380270421505
2,303.72437089681625
3,341.0044498741627
4,366.65815860033035
5,435.54630130529404
6,406.5247252583504
7,377.5672987103462
8,375.1453384757042
9,349.2417559027672
10,374.51423704624176
11,443.1811347603798
12,529.29712459445
13,503.93151119351387
14,475.5065403878689
15,401.0586626827717
16,358.8331677019596
17,438.75016272068024
18,417.19168424606323
19,466.29684045910835
20,462.59675174951553
21,528.04134786129
22,442.80948117375374
23,433.93574655056
24,407.3161631822586
25,367.6867298781872
26,295.4159863293171
27,301.83423310518265
28,301.9368276000023
29,317.2609582543373
30,294.4658324122429
31,268.77719908952713
32,276.35620906949043
33,336.12582832574844
34,369.1847249865532
35,394.5120610296726
36,367.53641441464424
37,393.2066075503826
38,404.69683706760406
39,463.500190526247
40,423.669945448637
41,395.2687419950962
42,394.04861629009247
43,386.4452801644802
44,369.4334998726845
45,393.46879348158836
46,410.05145758390427
47,384.30502638220787
48,393.0908627808094
49,405.27671575546265
50,392.21733808517456
51,330.4973989725113
52,354.59572449326515
53,323.01705330610275
54,327.2493928670883
55,310.65043061971664
56,312.44151294231415
57,257.2132833302021
58,226.1732518672943
59,208.0293744802475
60,214.41061049699783
61,226.55906155705452
62,244.55074220895767
63,234.02240127325058
64,248.64131584763527
65,213.03007379174232
66,224.4112268090248
67,228.23400795459747
68,252.68161669373512
