,tot_Prec_Intg
0,229.99688982963562
1,182.24559724330902
2,149.22797679901123
3,356.4940392971039
4,418.4059053659439
5,374.06474351882935
6,320.97458839416504
7,296.4252233505249
8,231.4084768295288
9,204.72288131713867
10,184.61301922798157
11,287.3985469341278
12,328.53737473487854
13,343.24832260608673
14,318.3428943157196
15,249.47941303253174
16,215.96640348434448
17,208.9819312095642
18,157.18862414360046
19,158.27521681785583
20,165.4069870710373
21,178.38053405284882
22,139.5311951637268
23,258.7626129388809
24,180.283784866333
25,86.9867205619812
26,104.1720062494278
27,142.17853546142578
28,153.64140272140503
29,153.6422222852707
30,153.69325876235962
31,143.18138360977173
32,121.50667607784271
33,94.46904063224792
34,108.10345411300659
35,253.9503574371338
36,311.20747327804565
37,227.50824689865112
38,186.88738346099854
39,114.66830968856812
40,126.57523155212402
41,127.11003422737122
42,132.20392167568207
43,72.67549633979797
44,125.8648931980133
45,138.81400227546692
46,148.70010316371918
47,101.74848139286041
