,Pmin
0,1008.353125
1,1006.879375
2,1005.171875
3,1006.003125
4,1007.6875
5,1006.8825
6,1005.20125
7,1005.576875
8,1006.996875
9,1006.165625
10,1003.999375
11,1004.618125
12,1005.841875
13,1004.318125
14,1002.5775
15,1003.49625
16,1004.75125
17,1003.700625
18,1001.310625
19,1001.349375
20,1002.47625
21,1000.685
22,999.25125
23,999.9475
24,1001.415
25,1001.66
26,1000.099375
27,1000.4
28,1002.526875
29,1002.623125
30,999.3375
31,997.285
32,998.94375
33,998.605
34,997.11375
35,996.786875
36,999.21
37,999.118125
38,995.6175
39,994.735
40,994.790625
41,995.616875
42,994.160625
43,993.635625
44,993.436875
45,994.153125
46,991.443125
47,990.949375
48,990.335625
49,990.976875
50,990.138125
51,988.424375
52,989.825625
53,990.34
54,987.54
55,986.476875
56,990.886875
57,995.15
58,997.371875
59,1000.5275
60,1005.149375
61,1008.4725
62,1007.27375
63,1006.365
64,1007.373125
