,w10max
0,18.099807739257812
1,17.472003936767578
2,16.049776077270508
3,16.189504623413086
4,16.054967880249023
5,17.262229919433594
6,17.795230865478516
7,18.076271057128906
8,20.134679794311523
9,17.28280258178711
10,17.31963539123535
11,17.17082977294922
12,16.659618377685547
13,17.378068923950195
14,16.9501895904541
15,18.97183609008789
16,20.524526596069336
17,20.230070114135742
18,20.745529174804688
19,20.492267608642578
20,22.922182083129883
21,24.511859893798828
22,22.898298263549805
23,25.004379272460938
24,25.461999893188477
25,22.767780303955078
26,20.79083824157715
27,22.61890411376953
28,25.524274826049805
29,26.286924362182617
30,24.80445098876953
31,23.196226119995117
32,21.808818817138672
33,20.518930435180664
34,19.45148468017578
35,19.707706451416016
36,20.0181827545166
37,17.692203521728516
38,16.186574935913086
39,16.5048828125
40,16.406187057495117
41,16.422229766845703
42,15.443229675292969
43,14.405799865722656
44,14.396595001220703
45,14.472315788269043
46,13.833945274353027
47,14.218092918395996
48,14.221851348876953
49,14.507909774780273
50,12.983816146850586
