,tot_Prec_Intg
0,682.7440857887268
1,704.5386731624603
2,850.5291491746902
3,808.3046227693558
4,936.7871284484863
5,807.6638728380203
6,1044.2013293504715
7,1033.656895160675
8,1027.30892598629
9,1158.255934715271
10,1194.3155527114868
11,1226.6148626804352
12,1126.43264234066
13,971.4290499687195
14,1033.148244023323
15,1116.834282875061
16,1101.0947823524475
17,1120.2121526002884
18,1152.7785658836365
19,1222.953274846077
20,1306.7469000816345
21,1007.0107132196426
22,982.3369234800339
23,938.3473545312881
24,1078.6181688308716
25,1295.430213212967
26,1199.8163163661957
27,1001.5667974948883
28,899.1453051567078
29,761.3501697778702
30,717.0732319355011
31,762.1718943119049
32,729.8976182937622
33,707.5490057468414
34,625.6498396396637
35,491.788387298584
36,536.065474152565
37,579.0500342845917
38,575.6407231092453
39,603.8504838943481
40,608.9109182357788
41,903.9252996444702
42,770.0643688440323
43,661.5880131721497
44,572.4465847015381
45,525.0528454780579
46,509.33800637722015
47,416.051521897316
48,368.5203194618225
49,306.7091852426529
50,188.23251128196716
51,124.64351952075958
52,130.2991807460785
53,93.85190904140472
54,59.05069410800934
55,55.25268614292145
56,69.94388997554779
57,69.90209221839905
58,43.61271858215332
59,61.354637145996094
60,59.62654948234558
61,20.476505160331726
62,28.589218854904175
63,49.4733452796936
64,63.45674395561218
