,tot_Prec_Intg
0,1152.4557322263718
1,1454.9429714679718
2,1501.3671666383743
3,1265.002191066742
4,1167.510747909546
5,1217.4038589000702
6,1175.3896623849869
7,1329.6151161193848
8,1456.296294927597
9,2156.1573445796967
10,2097.431421279907
11,1890.2857601642609
12,1751.9569396972656
13,1801.2363463640213
14,1781.5567553043365
15,1477.4226397275925
16,1459.7976207733154
17,1637.7327591180801
18,1527.155190706253
19,1466.343179345131
20,1339.8957252502441
21,1348.9709794521332
22,1150.6418883800507
23,985.960066318512
24,916.295051574707
25,1280.0203263759613
26,1202.646791934967
27,1095.0183123350143
28,966.0927951335907
29,937.2325241565704
30,824.0703493356705
31,657.0695340633392
32,594.1171199083328
33,749.9203830957413
34,814.9003982543945
35,911.1000597476959
36,751.6715675592422
37,799.7649908065796
38,820.8614587783813
39,796.0160821676254
40,838.7626707553864
41,963.4444117546082
42,1001.7430782318115
43,885.1833641529083
44,767.6239311695099
45,718.5694575309753
46,652.3507833480835
47,711.9342684745789
48,810.2637529373169
49,776.9166678190231
50,531.3441157341003
51,484.6913367509842
52,483.7757349014282
53,438.8510435819626
54,447.9272663593292
