,w10max
0,10.66244888305664
1,10.889549255371094
2,11.093667030334473
3,10.497591018676758
4,11.06149673461914
5,10.962881088256836
6,10.972517967224121
7,11.363531112670898
8,11.409095764160156
9,11.110782623291016
10,11.66282844543457
11,11.999767303466797
12,11.917706489562988
13,12.742101669311523
14,12.802055358886719
15,11.933485984802246
16,12.555004119873047
17,11.187844276428223
18,11.728599548339844
19,10.819222450256348
20,12.068323135375977
21,12.257465362548828
22,11.523467063903809
23,11.009976387023926
24,11.768808364868164
25,11.758654594421387
26,11.831406593322754
27,11.31176471710205
28,11.338709831237793
29,10.78145980834961
30,10.333898544311523
31,10.340099334716797
32,11.209514617919922
33,11.789408683776855
34,11.696595191955566
35,11.71855640411377
36,12.734126091003418
37,12.673402786254883
38,12.382451057434082
39,12.692798614501953
40,14.459311485290527
41,13.887931823730469
42,14.480378150939941
43,14.576823234558105
44,14.028081893920898
45,15.001216888427734
46,15.762253761291504
47,17.218778610229492
48,14.516858100891113
49,10.069059371948242
50,9.270543098449707
51,7.537506103515625
52,7.821146488189697
53,8.81207275390625
