,Prec_Intg
0,218.6187542974949
1,243.9752034842968
2,205.34668117761612
3,203.40485498309135
4,224.65074434876442
5,322.315227240324
6,350.66230222582817
7,326.62326470017433
8,332.9223766922951
9,446.14698737859726
10,416.962206363678
11,350.4227288067341
12,333.0540098249912
13,397.13723585009575
14,331.876240670681
15,299.97967183589935
16,255.94349950551987
17,337.0329737663269
18,318.8123367726803
19,247.5404553115368
20,206.15080371499062
21,177.81969159841537
22,199.35963675379753
23,188.74051049351692
24,231.02883249521255
25,272.1037529408932
26,302.311759442091
27,249.98538196086884
28,282.31941163539886
29,231.40683770179749
30,189.55780193209648
31,134.00424271821976
32,152.6244357228279
33,295.57380825281143
34,331.50507137179375
35,281.5037965774536
36,216.0368487238884
37,136.74244284629822
38,150.59784054756165
39,178.5137504339218
40,198.90692085027695
41,198.42425361275673
42,230.15405982732773
43,260.10744273662567
44,295.7561984658241
45,248.84771555662155
46,200.7640153169632
47,160.45181080698967
48,172.60141670703888
49,139.32021334767342
50,143.02877709269524
51,118.20655316114426
52,96.50357067584991
53,97.09499776363373
