,w10max
0,12.089149475097656
1,12.099492073059082
2,12.946913719177246
3,13.524454116821289
4,11.577553749084473
5,11.767570495605469
6,11.743584632873535
7,12.22840690612793
8,12.239959716796875
9,13.519142150878906
10,13.461058616638184
11,13.677400588989258
12,12.852274894714355
13,12.381420135498047
14,11.445817947387695
15,11.949179649353027
16,12.084512710571289
17,12.759554862976074
18,12.14161491394043
19,11.98076343536377
20,10.367587089538574
21,10.552279472351074
22,9.91003131866455
23,10.940464973449707
24,11.327303886413574
25,13.489567756652832
26,13.634286880493164
27,13.973366737365723
28,13.937542915344238
29,13.19520378112793
30,14.259419441223145
31,14.676600456237793
32,14.702291488647461
33,15.321393013000488
34,15.057356834411621
35,16.553831100463867
36,16.870088577270508
37,15.843026161193848
38,14.964717864990234
39,15.444269180297852
40,15.43753719329834
41,15.766061782836914
42,15.873726844787598
43,16.026145935058594
44,16.093748092651367
45,18.149673461914062
46,17.606130599975586
47,16.485891342163086
48,17.2181339263916
49,16.218107223510742
50,15.083349227905273
51,16.929128646850586
52,17.872026443481445
53,16.848812103271484
54,15.78454303741455
55,16.312652587890625
56,15.794013023376465
57,16.4558048248291
58,14.951809883117676
59,15.964643478393555
60,16.129079818725586
61,15.508807182312012
62,15.732240676879883
63,15.562313079833984
64,15.110037803649902
65,13.975189208984375
66,13.896652221679688
67,13.55836296081543
68,13.248140335083008
