,Pmin
0,1008.131875
1,1006.676875
2,1005.66375
3,1007.685625
4,1007.280625
5,1005.243125
6,1004.9775
7,1006.128125
8,1006.364375
9,1004.428125
10,1002.521875
11,1004.024375
12,1005.233125
13,1002.07375
14,1001.88
15,1003.570625
16,1004.59375
17,1003.218125
18,1002.95125
19,1005.558125
20,1007.089375
21,1004.766875
22,1004.11875
23,1006.03375
24,1006.864375
25,1005.150625
26,1002.660625
27,1003.46625
28,1003.926875
29,1000.78875
30,1000.60125
31,1001.984375
32,1003.72875
33,1002.93875
34,1001.5825
35,1003.55875
36,1004.193125
37,1000.880625
38,1000.443125
39,1001.653125
40,1003.151875
41,1002.505
42,1001.086875
43,1002.3775
44,1001.74
45,1000.536875
46,999.54125
47,1000.97875
48,1001.773125
49,1001.795625
50,1000.50875
51,1001.290625
52,1002.534375
53,1000.75875
54,999.046875
55,999.369375
56,1000.22875
57,999.501875
58,997.63125
59,997.738125
60,998.649375
61,996.183125
62,994.151875
63,994.945625
64,995.349375
65,994.86
66,993.521875
67,995.1125
68,1001.014375
69,1001.796875
70,998.955625
71,999.845625
72,1001.731875
73,1000.808125
74,999.560625
75,998.375625
76,1000.765625
77,1000.03375
78,999.0975
79,999.87875
80,1002.46375
81,1002.83625
82,1001.226875
83,1000.375
84,1002.84625
85,1002.985
86,1000.91375
87,1000.655625
88,1002.718125
89,1002.94125
90,1001.625625
91,1001.259375
92,1001.5225
93,1000.02125
94,995.89125
95,995.67625
96,996.935625
97,998.2175
98,997.5125
99,997.823125
100,1000.121875
101,1001.375625
102,998.4925
103,997.79375
104,1002.474375
105,1003.915625
106,1003.339375
107,1003.501875
108,1006.381875
109,1006.684375
110,1004.299375
