,Pmin
0,1006.558125
1,1007.21875
2,1004.56625
3,1004.02875
4,1005.626875
5,1006.16875
6,1004.15
7,1003.243125
8,1004.355625
9,1004.09375
10,1001.344375
11,1000.160625
12,1001.66875
13,1001.368125
14,999.32625
15,998.855
16,1000.501875
17,1000.33125
18,997.2125
19,996.76625
20,996.996875
21,996.400625
22,992.781875
23,992.359375
24,992.5425
25,992.32125
26,989.228125
27,989.295625
28,990.99375
29,990.46
30,988.3075
31,987.418125
32,989.31875
33,987.805625
34,983.515625
35,982.78125
36,987.44125
37,988.394375
38,984.471875
39,980.5225
40,988.43375
41,990.061875
42,988.3075
43,987.70625
44,990.736875
45,989.96125
46,987.989375
47,986.493125
48,987.279375
49,986.263125
50,987.785625
51,988.32125
52,994.8725
53,1000.965625
54,1002.995625
55,1004.0275
56,1005.824375
57,1007.29875
58,1005.50625
