,Prec_Intg
0,111.35535314679146
1,139.73107561469078
2,150.72977170348167
3,199.9056525528431
4,185.77035516500473
5,197.80026748776436
6,205.12551069259644
7,324.38620924949646
8,350.0807285308838
9,362.6639395952225
10,298.0879507958889
11,284.4933047890663
12,328.99655401706696
13,290.5249409377575
14,222.68645465373993
15,332.7443078160286
16,300.4705160856247
17,319.7517432272434
18,318.74289736151695
19,326.1414170265198
20,326.850488781929
21,334.1500647366047
22,282.08374977111816
23,256.9243870675564
24,248.22384119033813
25,265.5220404267311
26,294.7262302041054
27,345.1486863195896
28,392.21853017807007
29,390.68063721060753
30,414.00985792279243
31,366.9312410056591
32,340.7873585820198
33,343.53381022810936
34,333.01012590527534
35,302.2969141602516
36,342.61202439665794
37,393.7213495373726
38,315.5400976538658
39,436.62382289767265
40,381.9175623357296
41,415.29806330800056
42,485.2564074099064
43,425.5864582955837
44,484.1093719005585
45,532.9137854278088
46,487.46855929493904
47,493.4018850326538
48,440.32949954271317
49,465.62500298023224
50,476.31431370973587
51,516.4811760187149
52,531.818326562643
53,482.46337100863457
54,453.61870899796486
55,421.3976114988327
56,370.19645795226097
57,279.8209525644779
58,263.9700844883919
59,292.89068654179573
60,311.69895082712173
61,356.9915145635605
62,404.5565240085125
63,490.3232678771019
64,471.69042751193047
65,440.6639002263546
66,402.45600044727325
67,369.70479413866997
68,371.12317979335785
69,384.2385672032833
70,366.96553230285645
71,339.33278173208237
72,326.2646496295929
73,275.45636519789696
74,218.2789146900177
