,tot_Prec_Intg
0,934.009402990341
1,1005.70231676102
2,958.960503339767
3,819.631516933441
4,754.21467423439
5,950.912609696388
6,873.40272963047
7,1047.27983474731
8,1086.69802546501
9,1084.14076268673
10,1099.73236918449
11,1106.00478947163
12,1135.45961678028
13,1414.16378319263
14,1292.49565303326
15,1124.65597689152
16,1003.70235741138
17,1108.0276966095
18,1065.43354690075
19,834.890156984329
20,823.792144656181
21,1016.06361567974
22,826.239287853241
23,738.890022039413
24,870.059728622437
25,916.494652628899
26,1005.05396723747
27,956.28134906292
28,952.900350093842
29,775.317251682282
30,725.685134530067
31,712.433457374573
32,745.763927698135
33,997.849851846695
34,969.005823135376
35,889.920145273209
36,955.782309174538
37,1055.14355003834
38,879.835858941078
39,777.15702354908
40,870.355516672134
41,1151.54951810837
42,1135.34227013588
43,1026.05745196342
44,786.713659763336
45,879.118517041206
46,624.355375766754
47,549.427643418312
48,940.058380365372
49,1075.50159096718
50,853.153541684151
51,781.518518924713
52,710.591971874237
53,856.531858444214
54,736.082121729851
