,tot_Prec_max
0,8.1787109375
1,7.464885711669922
2,6.290435791015625
3,6.890296936035156
4,6.699562072753906
5,16.26443862915039
6,20.500659942626953
7,15.116214752197266
8,13.610363006591797
9,17.96436309814453
10,11.436939239501953
11,5.721092224121094
12,4.503726959228516
13,9.716510772705078
14,9.634017944335938
15,16.711711883544922
16,26.443958282470703
17,23.751258850097656
18,13.409614562988281
19,9.528160095214844
20,10.683536529541016
21,9.182453155517578
22,10.097980499267578
23,6.532192230224609
24,5.955696105957031
25,9.511470794677734
26,11.164188385009766
27,10.189056396484375
28,8.818626403808594
29,23.738384246826172
30,20.83444595336914
31,6.725788116455078
32,6.1244964599609375
33,4.2247772216796875
34,5.9986114501953125
35,8.27789306640625
36,8.291244506835938
37,8.419036865234375
38,12.85409927368164
39,15.051841735839844
40,17.734050750732422
41,19.96612548828125
42,10.319232940673828
43,5.580425262451172
44,4.754543304443359
45,3.5877227783203125
46,3.375530242919922
47,4.70733642578125
48,8.539199829101562
49,16.68262481689453
50,19.140243530273438
51,14.94598388671875
52,13.906478881835938
53,10.343074798583984
54,8.245468139648438
55,7.773399353027344
56,8.381843566894531
57,7.628440856933594
58,8.5296630859375
59,7.880210876464844
60,4.837989807128906
61,1.5616416931152344
62,1.1096000671386719
63,0.6651878356933594
64,0.6732940673828125
65,6.660938262939453
66,7.138729095458984
